web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,garantie_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
"1733582440-164","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-allstreet-30-tfsi-s-tronic-11999135","AUDI A1 allstreet 30 TFSI S-tronic","Klimaautomatik, Tempomat, Sitzheizung","CHF 28'570.–","09.2023","09.2023","8'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6.9 l/100 km","Ja","12.07.2024","Ja","Klimaautomatik, Tempomat, Sitzheizung","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarAussenspiegel in WagenfarbeBordwerkzeug und WagenheberInnenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeArrow down iconMehr anzeigen","AMAG Frauenfeld (Occasionen / SKODA)","8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Occasionen 052 728 97 20"
"1733582442-165","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11987486","AUDI A1 Sportback 30 TFSI S Line Attraction","","CHF 41'700.–","09.2024","09.2024","3'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneArrow down iconMehr anzeigen","AMAG Baden","Winkelstrasse 2, 5442 Fislisbach","https://www.amag.ch/de/garagenuebersicht/garage-baden.html","Geschäft 056 484 66 66"
"1733582445-166","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11987489","AUDI A1 Sportback 30 TFSI S Line Attraction","","CHF 41'700.–","09.2024","09.2024","3'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneArrow down iconMehr anzeigen","AMAG Baden","Winkelstrasse 2, 5442 Fislisbach","https://www.amag.ch/de/garagenuebersicht/garage-baden.html","Geschäft 056 484 66 66"
"1733582447-167","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-14-tfsi-ambition-12002197","AUDI A1 Sportback 1.4 TFSI Ambition","Parksensoren hinten, Sitzheizung, Bluetooth, uvm.","CHF 9'980.–","09.2014","09.2014","190'060 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","140 PS (103 kW)","4.9 l/100 km","Ja","07.02.2024","Ja","Ablieferungspauschale ist nicht inbegriffen, welches eine Tankfüllung, eine Autobahnvignette, Reinigung innen und aussen sowie die administrativen Arbeiten für die Immatrikulation des Fahrzeuges beinhaltet ...","AusstattungenOptionale Ausstattung3-Sitz-RückbankAlu-Räder 7,5Jx17 5-Arm-DesignMedia style PaketMedia: Digitaler Radioempfang (DAB)Multifunktions-SportlederlenkradPaket ProlineMedia style PaketMultifunktions-SportlederlenkradSitze: Vordersitze heizbarXenon Plus-Lichtanlage inkl. LEDRegensensor und automatisch abblendbarerSitze: Vordersitze heizbarXenon Plus-Lichtanlage inkl. LEDSerienmässige Ausstattung3-Speichen-SportlederlenkradArrow down iconMehr anzeigen","Garage H.R. Baumgartner AG","Kreuzmatte 12, 6260 Reiden","http://www.garage-baumgartner.ch","Geschäft 062 758 36 37"
"1733582449-168","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-advanced-attraction-12003847","AUDI A1 Sportback 30 TFSI advanced Attraction","Swiss Service Package bis 01.12.2032/ 100’000km","CHF 26'999.–","12.2022","12.2022","19'500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6 l/100 km","Nein","15.11.2022","Ja","[A41] Audi Swiss Service Package+
[0E0E] mythosschwarz-mythosschwarz

01 A / 698518","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDekor: Aluminiumoptik im InterieurEntfall Leistungs- / Technologie-SchriftzugInnenspiegel automatisch abblendbarLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: LED-Scheinwerfer und LED-Heckleuchten mit dynamischem BlinklichtMedia: Audi Smartphone InterfaceArrow down iconMehr anzeigen","AMAG Automobil und Motoren AG","Zugerstrasse 2, 6340 Sihlbrugg","https://www.amag.ch/de/garagenuebersicht/occasions-center-sihlbrugg.html","Geschäft 041 748 67 48"
"1733582452-169","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12008845","AUDI A1 Sportback 30 TFSI S Line Attraction","AUDI TEAM, AMAG ZUG, 041 748 57 95, Für Besichtigung bitte Termin vereinbaren","CHF 44'490.–","Neues Fahrzeug","Neues Fahrzeug","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[2Y0E] gletscherweiss-mythosschwarz
[9ZE] Audi Phone Box","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Arrow down iconMehr anzeigen","AMAG Audi Center Zug","Alte Steinhauserstrasse 1, 6330 Cham","http://www.zug.amag.ch","Geschäft 041 748 57 57"
"1733582454-170","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12010795","AUDI A1 Sportback 30 TFSI Attraction","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","CHF 26'900.–","10.2024","10.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","5.5 l/100 km","Ja","Nein","Ja","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","AusstattungenOptionale AusstattungEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Mittelarmlehne vornePaket: GepäckraumpaketSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsArrow down iconMehr anzeigen","Audi Center Zürich Altstetten","Rautistrasse 23, 8048 Zürich","https://www.amag.ch/de/garagenuebersicht/audi-center-zuerich-altstetten.html","Geschäft 044 405 68 68"
"1733582456-171","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12010921","AUDI A1 Sportback 30 TFSI Attraction","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","CHF 28'900.–","10.2024","10.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","AusstattungenOptionale AusstattungAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Mittelarmlehne vornePaket: AssistenzpaketSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneArrow down iconMehr anzeigen","Audi Center Zürich Altstetten","Rautistrasse 23, 8048 Zürich","https://www.amag.ch/de/garagenuebersicht/audi-center-zuerich-altstetten.html","Geschäft 044 405 68 68"
"1733582459-172","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12010922","AUDI A1 Sportback 30 TFSI Attraction","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","CHF 26'900.–","09.2024","09.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","AusstattungenOptionale AusstattungEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Mittelarmlehne vorneSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Ablenkungs- und MüdigkeitserkennungArrow down iconMehr anzeigen","Audi Center Zürich Altstetten","Rautistrasse 23, 8048 Zürich","https://www.amag.ch/de/garagenuebersicht/audi-center-zuerich-altstetten.html","Geschäft 044 405 68 68"
"1733582461-173","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-advanced-11994242","AUDI A1 Sportback 30 TFSI advanced","CH-Ausführung/ Gratisservice/ Navigationssystem/ Sitzheizung/ AHK uvm.","CHF 19'160.–","12.2019","12.2019","67'359 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","6.7 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungAblagenpaketAluminium-ApplikationenAssist: Einparkhilfe hintenAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitAussenspiegel rechts und links elektrisch verstell-, beheiz- und anklappbar,Garantie: Audi Swiss Service Package + (ASSP+)Infotainment PaketAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitLenkrad: Leder-Multifunktion plus Lenkrad im 3-Speichen-DesignVorbereitung NavigationssystemInnenspiegel automatisch abblendbarArrow down iconMehr anzeigen","AMAG Audi Center Luzern","Grabenhofstrasse 10, 6010 Kriens","https://www.amag.ch/de/garagenuebersicht/audi-center-luzern.html","Geschäft 041 348 09 09"
"1733582463-174","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-12-tfsi-admired-11989756","AUDI A1 Sportback 1.2 TFSI admired","","CHF 6'800.–","11.2013","11.2013","184'900 km","Schaltgetriebe manuell","Vorderradantrieb","Kleinwagen","Benzin","86 PS (63 kW)","5.1 l/100 km","Ja","10.12.2024","Ja","","AusstattungenOptionale AusstattungAirbag: Airbag Beifahrer deaktivierbarConnectivity PaketMedia: Audi music interfaceMedia: Bluetooth-SchnittstelleVorbereitung NavigationssystemFrontscheibe mit Color-BandGepäckraumpaketMedia: Digitaler Radioempfang (DAB)Mittelarmlehne vornePark Distance Control hintenReifendruck-KontrollanzeigeSchwarze AussenoptikSitze: Vordersitze heizbarArrow down iconMehr anzeigen","Auto-Gretener AG","Zürichstrasse 193, 8910 Affoltern am Albis","https://www.auto-gretener.ch/de","Geschäft 043 322 70 40"
"1733582466-175","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-advanced-12002084","AUDI A1 Sportback 30 TFSI advanced","","CHF 22'900.–","08.2020","08.2020","35'900 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","4.8 l/100 km","Ja","15.06.2022","Ja","Das Fahrzeug ist ein Direkt-Importfahrzeug. Die effektive Ausstattung kann von der vertraglich genannten Serien- und Mehrausstattung abweichen.","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: ParkassistentAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarAussenspiegel in WagenfarbeBordwerkzeug und WagenheberEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugInnenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikLackierung: Metallic-LackierungArrow down iconMehr anzeigen","AMAG Volketswil","Hölzliwisenstrasse 1, 8604 Volketswil","https://www.amag.ch/de/garagenuebersicht/garage-volketswil.html","Geschäft 044 908 57 10"
"1733582468-176","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12019559","AUDI A1 Sportback 30 TFSI S Line Attraction","","CHF 34'900.–","10.2024","10.2024","20 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[EA5] Anschlussgarantie 4. Jahr, max. 80'000 km, (netto)
[A41] Audi Swiss Service Package+
[2Y2Y] gletscherweiss-gletscherweiss
[D32] Kundenvorteil Paket ""Infotainment"" (2024 - WKC)
[9VD] Audi ...","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: Kontur / Ambiente Lichtpaket, mehrfarbigArrow down iconMehr anzeigen","AMAG Kreuzlingen","Hauptstrasse 99, 8280 Kreuzlingen 2","https://www.amag.ch/de/garagenuebersicht/garage-kreuzlingen.html","Geschäft 071 678 28 28"
"1733582471-177","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12002088","AUDI A1 Sportback 30 TFSI Attraction","CH-Fahrzeug mit Servicepaket","CHF 27'900.–","11.2023","11.2023","10'900 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","5.7 l/100 km","Ja","Nein","Ja","Für eine Probefahrt oder eine Beratung empfehlen wir Ihnen, vorgängig einen Termin zu vereinbaren.","AusstattungenOptionale AusstattungMittelarmlehne vornePaket: GepäckraumpaketSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Audi pre sense frontAssist: BerganfahrassistentArrow down iconMehr anzeigen","AMAG Volketswil","Hölzliwisenstrasse 1, 8604 Volketswil","https://www.amag.ch/de/garagenuebersicht/garage-volketswil.html","Geschäft 044 908 57 10"
"1733582473-178","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12035278","AUDI A1 Sportback 30 TFSI S Line Attraction","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","CHF 38'900.–","Neues Fahrzeug","Neues Fahrzeug","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","AusstattungenOptionale AusstattungDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeMittelarmlehne vornePaket: AssistenzpaketPaket: Optikpaket schwarzPaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vornePrivacy-Verglasung (Scheiben abgedunkelt)Arrow down iconMehr anzeigen","Audi Center Zürich Altstetten","Rautistrasse 23, 8048 Zürich","https://www.amag.ch/de/garagenuebersicht/audi-center-zuerich-altstetten.html","Geschäft 044 405 68 68"
"1733582476-179","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12002224","AUDI A1 Sportback 30 TFSI Attraction","","CHF 29'900.–","Neues Fahrzeug","Neues Fahrzeug","20 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","[D32] Kundenvorteil Paket ""Infotainment"" (2024 - WKC)
[A41] Audi Swiss Service Package+
[5MB] Dekoreinlagen Polygonstruktur Feinlack schiefergrau
[0UK] Akzentflächen Diamantlack silbergrau
[9VD] ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerArrow down iconMehr anzeigen","AMAG Kreuzlingen","Hauptstrasse 99, 8280 Kreuzlingen 2","https://www.amag.ch/de/garagenuebersicht/garage-kreuzlingen.html","Geschäft 071 678 28 28"
"1733582478-180","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12010806","AUDI A1 Sportback 30 TFSI Attraction","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","CHF 27'900.–","11.2024","11.2024","2'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","5.5 l/100 km","Ja","Nein","Ja","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68 (Fahrzeug verfügbar ab dem 19.01.2025)","AusstattungenOptionale AusstattungEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugMittelarmlehne vornePaket: GepäckraumpaketSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Audi pre sense frontArrow down iconMehr anzeigen","Audi Center Zürich Altstetten","Rautistrasse 23, 8048 Zürich","https://www.amag.ch/de/garagenuebersicht/audi-center-zuerich-altstetten.html","Geschäft 044 405 68 68"
"1733582483-181","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12029991","AUDI A1 Sportback 30 TFSI S Line Attraction","CH-Ausführung/ Gratisservice/ Bei Flottenbestätigung 6-11% Zusatzrabatt!","CHF 37'990.–","Neues Fahrzeug","Neues Fahrzeug","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","Audi steht für sportliche Fahrzeuge, hochwertige Verarbeitung und progressives Design – für „Vorsprung durch Technik“. Der Audi Konzern ist einer der erfolgreichsten Hersteller von Automobilen im Premiumsegment ...","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AblagepaketPaket: AssistenzpaketArrow down iconMehr anzeigen","AMAG Sursee","Neuweidstrasse 1, 6208 Oberkirch","https://www.amag.ch/de/garagenuebersicht/garage-sursee.html","Geschäft 041 926 80 40"
"1733582486-182","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12019041","AUDI A1 Sportback 30 TFSI S Line Attraction","S-Line, Dynamikpaket, MMI Navigation plus und vieles mehr!","CHF 41'500.–","Neues Fahrzeug","Neues Fahrzeug","28 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[4ZP] Optikpaket schwarz plus

5 Jahre oder 100'000 km Werksgarantie!","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Metallic-LackierungLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenArrow down iconMehr anzeigen","Furrer Auto Lachen AG","Glärnischstrasse 17, 8853 Lachen","http://www.furrerauto.ch","Geschäft 055 451 13 60"
"1733582488-183","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-25-tfsi-advanced-12011904","AUDI A1 Sportback 25 TFSI advanced","Swiss Service Package / LED-Scheinwerfer / Navigation / Virtual Cockpit / uvm.","CHF 23'900.–","08.2022","08.2022","24'200 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","95 PS (70 kW)","6.1 l/100 km","Ja","Nein","Ja","[IT4] Audi connect Navigation & Infotainment (3 Jahre)
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[A41] Audi Swiss Service Package+
[0E0E] mythosschwarz-mythosschwarz
[EA5] Anschlussgarantie ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzInnenspiegel automatisch abblendbarLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: LED-Scheinwerfer und LED-Heckleuchten mit dynamischem BlinklichtMedia: Audi Smartphone InterfaceMedia: Audi SoundsystemArrow down iconMehr anzeigen","AMAG Bülach","Bächliwis 29, 8184 Bachenbülach","https://www.amag.ch/de/garagenuebersicht/garage-buelach.html","Geschäft 044 864 86 40"
"1733582491-184","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12014893","AUDI A1 Sportback 30 TFSI Attraction","","CHF 26'900.–","Neues Fahrzeug","Neues Fahrzeug","20 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerArrow down iconMehr anzeigen","AMAG Kreuzlingen","Hauptstrasse 99, 8280 Kreuzlingen 2","https://www.amag.ch/de/garagenuebersicht/garage-kreuzlingen.html","Geschäft 071 678 28 28"
