web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,guarantee_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
1734007627-298,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-40-tfsi-s-line-s-tronic-quattro-black-style-12065625,AUDI A4 40 TFSI S line S-tronic quattro Black Style,"TEIL LEDER / NAVIGATION / SITZHEIZUNG / TEMPOMAT / LED SCHEINWERFER / 19""ALUFELGEN / SPURASSIST / TOTWINKEL / EL.SPIEGEL / EL.KLAPPBAR / PARKHILFE VO+HI / DIGITAL DISPLAY / TOUCHSCREEN / KAMERA / KLIMAAUTOMAT 3 / REGEN LICHTSENSOR / DAB / GETÖNTE SCHEIBEN",CHF 34'980.–,Calendar icon05.2023Car iconLimousineRoad icon26'473 kmGas station iconMild-Hybrid Benzin/ElektroTransmission iconAutomatikgetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon7.2 l/100 km,05.2023,26'473 km,Automatikgetriebe,Allrad,Limousine,Mild-Hybrid Benzin/Elektro,204 PS (150 kW),7.2 l/100 km,Ja,Nein,Nein,,AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: RückfahrkameraHead-Up DisplayKlima: 3-Zonen-KlimatisierungsautomatikMedia: MMI Navigationssystem Plus mit MMI touchPaket: Interieur S lineDachhimmel schwarzPedalerie und Fussstütze in EdelstahlPolster: Stoff Sequenz/Leder-KombinationPaket: Optikpaket schwarzSitze: Vordersitze heizbarSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenArrow down iconMehr anzeigen,Autohaus Schiess AG,"Büelstrasse 35, 8604 Hegnau-Volketswil",http://www.auto-schiess.ch,Geschäft 044 947 60 60
1734007629-299,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-35-tfsi-s-line-s-tronic-12065626,AUDI A4 Avant 35 TFSI S line S-tronic,"LEDER / NAVIGATION / EL.HECKDECKEL / SITZHEIZUNG / TEMPOMAT / LED SCHEINWERFER / 18""ALUFELGEN / EL.SPIEGEL / EL.KLAPPBAR / PARKHILFE VO+HI / DIGITAL DISPLAY / TOUCHSCREEN / KLIMAAUTOMAT 2 / REGEN LICHTSENSOR / DAB",CHF 29'980.–,Calendar icon12.2023Car iconKombiRoad icon18'426 kmGas station iconMild-Hybrid Benzin/ElektroTransmission iconAutomatikgetriebeVehicle power icon150 PS (110 kW)Drive type iconVorderradantriebConsumption icon6.4 l/100 km,12.2023,18'426 km,Automatikgetriebe,Vorderradantrieb,Kombi,Mild-Hybrid Benzin/Elektro,150 PS (110 kW),6.4 l/100 km,Ja,Nein,Nein,,"AusstattungenOptionale AusstattungLackierung: Metallic-LackierungLicht: LED-Scheinwerfer mit LED-Heckleuchten und dynamischem Blinklicht HeckMedia: MMI Navigationssystem Plus mit MMI touchPolster: Leder/Kunstleder mono.pur 550-KombinationSitze: Vordersitze heizbarSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenABS, EBD elektronische BremskraftverteilungAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsArrow down iconMehr anzeigen",Autohaus Schiess AG,"Büelstrasse 35, 8604 Hegnau-Volketswil",http://www.auto-schiess.ch,Geschäft 044 947 60 60
1734007632-300,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-32-fsi-quattro-tiptronic-12036115,AUDI A4 Avant 3.2 FSI quattro tiptronic,,CHF 7'900.–,Calendar icon04.2009Car iconKombiRoad icon210'400 kmGas station iconBenzinTransmission iconAutomatVehicle power icon265 PS (195 kW)Drive type iconAllradConsumption icon9.4 l/100 km,04.2009,210'400 km,Automat,Allrad,Kombi,Benzin,265 PS (195 kW),9.4 l/100 km,Ja,19.02.2022,Nein,,AusstattungenOptionale AusstattungAbstandsregeltempomatAirbag: Seitenairbags hintenArmlehne vorne mit AblagefachAudi drive selectBang & Olufsen SoundsystemDachhimmel schwarzDachreling blankDynamiklenkungHeckklappe elektrischKlima: 3-Zonen-KlimatisierungsautomatikArrow down iconMehr anzeigen,NisaCar,"Zellmatte 10, 6214 Schenkon",,Geschäft 077 425 93 84
1734007634-301,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-s-tronic-12051249,AUDI A4 Avant 2.0 TDI S-tronic,CH-Fahrzeug I Frisch AB MFK I Garantie I Navigation I Parksensoren I Sitzheizung I Xenon I Isofix I,CHF 15'900.–,Calendar icon07.2016Car iconKombiRoad icon148'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon150 PS (110 kW)Drive type iconVorderradantriebConsumption icon4.2 l/100 kmA,07.2016,148'000 km,Halbautomatisches Getriebe,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.2 l/100 km,Ja,Nein,Ja,,AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Audi Garantie: 2 Jahre ohne Kilometerbe-Arrow down iconMehr anzeigen,Lip Automobile GmbH,"Sumpfstrasse,32, 6312 Steinhausen",,Geschäft 076 703 50 00
1734007636-302,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-18-t-ambition-12052832,AUDI A4 1.8 T Ambition,AB MFK // SERVICE GEPFLEGT //,CHF 2'990.–,Calendar icon11.2000Car iconLimousineRoad icon230'000 kmGas station iconBenzinTransmission iconSchaltgetriebe manuellVehicle power icon150 PS (110 kW)Drive type iconVorderradantriebConsumption icon9.2 l/100 kmG,11.2000,230'000 km,Schaltgetriebe manuell,Vorderradantrieb,Limousine,Benzin,150 PS (110 kW),9.2 l/100 km,Ja,08.04.2024,Nein,"AB MFK // SERVICE GEPFLEGT // 
***Besichtigung nach Terminvereinbarung***",AusstattungenOptionale AusstattungComfort-PaketKlimatisierungsautomatikMittelarmlehne vorneTempomatZentralverriegelung mit FernbedienungMetallic-LackierungTempomatSerienmässige Ausstattung5-Gang-GetriebeAirbag: Airbag Fahrer und BeifahrerAluminium-ApplikationenAnalog-UhrAntiblockiersystem (ABS)Aussenspiegel rechts und links beheizbar und elektrisch verstellbarAussentemperaturanzeigeArrow down iconMehr anzeigen,GRÜZE AUTOPARK,"St.Gallerstrasse 188, 8404 Winterthur",,Geschäft 076 337 46 43
1734007639-303,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-30-tdi-sport-quattro-tiptronic-12038418,AUDI A4 Avant 3.0 TDI Sport quattro tiptronic,"Top Ausstattung inkl. Matrix-LED, Panoramadach, Head-Up, 360° Kamera, B&O, etc.",CHF 34'800.–,Calendar icon12.2016Car iconKombiRoad icon30'610 kmGas station iconDieselTransmission iconAutomatikgetriebeVehicle power icon272 PS (200 kW)Drive type iconAllradConsumption icon5.4 l/100 kmD,12.2016,30'610 km,Automatikgetriebe,Allrad,Kombi,Diesel,272 PS (200 kW),5.4 l/100 km,Nein,Nein,Ja,"[YEI] Infotainment & Technik Kombipaket
[PGC] Komfortschlüssel mit sensorgesteuerter Gepäckraumentriegelung (Kick-Bewegung)
[VW6] Privacy-Verglasung (Scheiben ab B-Säule abgedunkelt) und Akustikverglasung ...","AusstattungenOptionale AusstattungAblagenpaketAdBlue Behälter mit grösserem VolumenAirbag: Seitenairbags hintenAmbientebeleuchtungArmlehne vorne mit AblagefachAssist: Audi hold assistAssistenz PaketAudi side assist inkl. pre sense rearUmgebungskameras + ParklenkassistentAudi Smartphone InterfaceAudi side assist inkl. pre sense rearAudi virtual cockpit 12,3''Arrow down iconMehr anzeigen",Garage Huber AG,"Rütistrasse 41, 8634 Hombrechtikon",http://www.garage-huber.com,Geschäft 055 254 11 00
1734007641-304,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-32-fsi-quattro-11961082,AUDI A4 Avant 3.2 FSI quattro,Top Gepflegtes Fahrzeug frisch ab MFK und Service.,CHF 3'900.–,Calendar icon02.2005Car iconKombiRoad icon313'000 kmGas station iconBenzinTransmission iconSchaltgetriebe manuellVehicle power icon255 PS (188 kW)Drive type iconAllradConsumption icon10.8 l/100 kmG,02.2005,313'000 km,Schaltgetriebe manuell,Allrad,Kombi,Benzin,255 PS (188 kW),10.8 l/100 km,Ja,02.06.2022,Nein,,AusstattungenSerienmässige Ausstattung3 Kopfstützen hintenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7Jx16 9-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,Auto Sattel GmbH,"Gewerbestrasse 4, 6417 Sattel",,Geschäft 076 469 11 28
1734007643-305,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-18-tfsi-multitronic-11987119,AUDI A4 Avant 1.8 TFSI multitronic,Motor läuft unruhig,CHF 2'500.–,Calendar icon07.2009Car iconKombiRoad icon297'600 kmGas station iconBenzinTransmission iconStufenlosVehicle power icon160 PS (118 kW)Drive type iconVorderradantriebConsumption icon7.5 l/100 kmF,07.2009,297'600 km,Stufenlos,Vorderradantrieb,Kombi,Benzin,160 PS (118 kW),7.5 l/100 km,Nein,13.11.2022,Nein,Motor lauft unruhig,AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen8-Stufen-Automat MultitronicAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7.5Jx16 6-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,Doors Automobile GmbH,"Fabrikstrasse 6, 8340 Hinwil",http://www.doorsautomobile.ch,Geschäft 076 222 14 28
1734007646-306,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tfsi-s-line-s-tronic-quattro-11847983,AUDI A4 Avant 40 TFSI S line S-tronic quattro,"Immer die besten Audi Neuwagen Preise, egal ob ab Lager oder auf Bestellung!",CHF 51'900.–,Calendar iconNeues FahrzeugCar iconKombiRoad icon1 kmGas station iconMild-Hybrid Benzin/ElektroTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon-,Neues Fahrzeug,1 km,Halbautomatisches Getriebe,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,204 PS (150 kW),-,Ja,Nein,Ja,"MODELL 2024!

Lackierung: Mythosschwarz Metallic,  Interieur: Stoff/Leder schwarz

UNSCHLAGBARE AUDI PREISE AUCH AUF WUNSCH BESTELLBAR ZU DEN SCHWEIZWEIT BESTEN PREISEN !

Sollte ...",AusstattungenOptionale AusstattungAnhängevorrichtungAudi virtual cockpit plusKlima: Standheizung/-LüftungKomfortschlüssel inkl. sensorgesteuerter GepäckraumentriegelungKomfortschlüssel inklusiveKomfortschlüssel inklusive sensorgesteuerter GepäckraumentriegelungKomfortschlüssel mit sensorgesteuerter GepäckraumentriegelungLackierung: Metallic-LackierungLicht: Scheinwerfer-ReinigungsanlagePaket: Assistenzpaket ParkenAssist: Parkassistent mit Einparkhilfe plusAssist: UmgebungskamerasArrow down iconMehr anzeigen,Global Car Trading AG,"Chaltenbodenstrasse 16, 8834 Schindellegi-Feusisberg",http://www.globalcartrading.ch,Geschäft 043 888 75 55
1734007648-307,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-30-tdi-quattro-s-tronic-10444264,AUDI A4 Avant 3.0 TDI quattro S-tronic,Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeug,CHF 11'000.–,Calendar icon04.2014Car iconKombiRoad icon189'100 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon245 PS (180 kW)Drive type iconAllradConsumption icon5.9 l/100 kmE,04.2014,189'100 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,245 PS (180 kW),5.9 l/100 km,Ja,Nein,Nein,"Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeug  / EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir ...","AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7,5Jx17 5-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen",Doors Automobile GmbH,"Fabrikstrasse 6, 8340 Hinwil",http://www.doorsautomobile.ch,Geschäft 076 222 14 28
1734007650-308,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-30-tdi-quattro-s-tronic-10973644,AUDI A4 Avant 3.0 TDI quattro S-tronic,,CHF 13'400.–,Calendar icon04.2014Car iconKombiRoad icon200'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon245 PS (180 kW)Drive type iconAllradConsumption icon5.9 l/100 kmE,04.2014,200'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,245 PS (180 kW),5.9 l/100 km,Ja,Nein,Nein,,"AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7,5Jx17 5-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen",Sonix - Trans,"Gschwaderstrasse 71B, 8610 Uster",,Geschäft 079 353 47 29
1734007653-309,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=5,,https://www.autoscout24.ch/de/d/audi-a4-avant-35-tdi-design-s-tronic-11911547,AUDI A4 Avant 35 TDI Design S-tronic,Frisch ab MFK & Service,CHF 18'990.–,Calendar icon07.2019Car iconKombiRoad icon101'700 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon150 PS (110 kW)Drive type iconVorderradantriebConsumption icon6.6 l/100 kmE,07.2019,101'700 km,Halbautomatisches Getriebe,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),6.6 l/100 km,Ja,02.10.2024,Ja,,AusstattungenOptionale AusstattungBusiness PaketArmlehne vorne mit AblagefachTempomatInfotainment PaketMMI Navigationssystem PlusInnenspiegel automatisch abblendbarKlimatisierungsautomatik KomfortKomfortpaket AvantAssist: RückfahrkameraLED ScheinwerferLicht: Fernlicht-AssistentMatrix LED ScheinwerferSitze: Vordersitze heizbarTechnikpaketTempomatArrow down iconMehr anzeigen,Auto Garage Bachs GmbH,"Dorfstrasse 14, 8164 Bachs",,Geschäft 079 728 59 89
1734007658-310,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-qu-11874905,AUDI A4 Avant 40 TDI S-line qu,S-LINE COMPETI.+60 MONATE GARANTIE+RÜCK-KAMERA+MMI Navi-PLUS+ASSIST-PAKET TOUR,CHF 47'800.–,Calendar icon07.2023Car iconKombiRoad icon15'900 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon-,07.2023,15'900 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,204 PS (150 kW),-,Ja,Nein,Ja,SÄMTLICHE FAHRZEUGE AB MFK UND AB SERVICE +++BIS ZU 5 JAHRE GARANTIE EUROPAWEIT +++FAIRE EINTAUSCHOFFERTE +++EINTAUSCH ALLER FAHRZEUGMARKEN MÖGLICH +++FINANZIERUNG OHNE ANZAHLUNG MÖGLICH +++FINANZIERUNG ...,AusstattungenOptionale AusstattungAssist: AnfahrassistentAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraEntfall Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Komfortmittelarmlehne vorneLackierung: Perleffekt-LackierungLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: Fernlicht-AssistentMedia: Audi Smartphone InterfaceArrow down iconMehr anzeigen,AutoHaus Wollerau AG,"Verenastrasse 4b, 8832 Wollerau",http://www.ahwag.ch,Geschäft 044 687 44 44
1734007660-311,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-20-tdi-design-s-tronic-9974919,AUDI A4 2.0 TDI Design S-tronic,"Tolle Ausstattung, wenig Km inkl. Dachbox für die Ferien. Sehr gepflegtes Auto innen wie auch aussen.",CHF 32'900.–,Calendar icon08.2016Car iconLimousineRoad icon61'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconVorderradantriebConsumption icon4.2 l/100 kmA,08.2016,61'000 km,Halbautomatisches Getriebe,Vorderradantrieb,Limousine,Diesel,190 PS (140 kW),4.2 l/100 km,Ja,25.05.2022,Nein,"Preis zzgl. Ablieferungspauschale 490.- ( Tankfüllung, Aufbereitung, Vignette, ab MFK, ab Service etc. )",AusstattungenOptionale AusstattungAssistenz PaketAdaptive cruise controlAssist: Audi active lane assistAudi side assist inkl. pre sense rearUmgebungskameras + ParklenkassistentVerkehrszeichenerkennung RSIAssistenzpaket StadtAssist: Einparkhilfe plusAssist: RückfahrkameraAudi side assist inkl. pre sense rearVerkehrsschild-ErkennungssystemAudi design selection3 Speichen-LederlenkradAlu-Räder 8Jx18 im 10-Speichen-DesignAmbientebeleuchtungDekor: Interieurelemente in KunstlederInfotainment PaketAudi Sound SystemAudi connectMMI Navigationssystem PlusMedia: Audi Phone BoxMultifunktionslenkradNotrufsystemTechnikpaketAssist: Einparkhilfe plusInnenspiegel automatisch abblendbarKlimatisierungsautomatik KomfortLED ScheinwerferLicht: Licht- und RegensensorTempomatSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenArrow down iconMehr anzeigen,Garage Andermatt AG Baar,"Ruessenstrasse 22, 6340 Baar",http://www.garage-andermatt.ch,Geschäft 041 760 30 32
1734007662-312,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-s-line-quattro-s-tronic-11903095,AUDI A4 Avant 40 TDI S line quattro S-tronic,,CHF 31'890.–,Calendar icon01.2020Car iconKombiRoad icon63'500 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon5 l/100 km,01.2020,63'500 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),5 l/100 km,Ja,Nein,Ja,,AusstattungenOptionale AusstattungAblagenpaketAdBlue Behälter mit grösserem VolumenAmbientebeleuchtungAnhängevorrichtung abschwenkbarArmlehne vorne mit AblagefachAssist: Einparkhilfe plusAssistenzpaket TourAudi pre sense basicAudi side assist inkl. pre sense rearAudi virtual cockpitArrow down iconMehr anzeigen,aumito,"St. Gallerstrasse 44, 9548 Matzingen",http://www.aumito.ch/,Geschäft 052 378 27 27
1734007665-313,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tfsi-sport-s-tronic-11982028,AUDI A4 Avant 2.0 TFSI Sport S-tronic,,CHF 21'450.–,Calendar icon05.2016Car iconKombiRoad icon67'800 kmGas station iconBenzinTransmission iconAutomatikgetriebeVehicle power icon190 PS (140 kW)Drive type iconVorderradantriebConsumption icon5.4 l/100 kmC,05.2016,67'800 km,Automatikgetriebe,Vorderradantrieb,Kombi,Benzin,190 PS (140 kW),5.4 l/100 km,Ja,06.06.2024,Ja,"[0C] monsungrau metallic
[A41] Audi Swiss Service Package+

998575","AusstattungenOptionale AusstattungAlcantara-/Leder-AusstattungArmlehne vorne mit AblagefachAssist: Audi hold assistAudi Sound SystemAudi virtual cockpit 12,3''EinparkhilfeInfotainment PaketAudi Sound SystemAudi connectMMI Navigationssystem PlusMedia: Audi Phone BoxMultifunktionslenkradNotrufsystemKlimatisierungsautomatik KomfortLeichtmetallräder im 10-V-Speichen-Licht- und RegensensorArrow down iconMehr anzeigen",AMAG Automobil und Motoren AG,"Zugerstrasse 2, 6340 Sihlbrugg",https://www.amag.ch/de/garagenuebersicht/occasions-center-sihlbrugg.html,Geschäft 041 748 67 48
1734007667-314,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-s-li-s-tro-qu-11904051,AUDI A4 Avant 40 S li S-tro qu,Werksgarantie - TOP Ausstattung - S-Line - Glasdach - 4x4 - usw.,CHF 59'800.–,Calendar iconNeues FahrzeugCar iconKombiRoad icon10 kmGas station iconBenzinTransmission iconAutomatikgetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon-,Neues Fahrzeug,10 km,Automatikgetriebe,Allrad,Kombi,Benzin,204 PS (150 kW),-,Ja,Nein,Ja,"Vielen Dank für Ihr Interesse an unserem Fahrzeug. Gerne begrüssen wir Sie persönlich bei uns in SIRNACH oder stehen Ihnen per Mail oder Telefon für Auskünfte zur Verfügung.

Verkaufspreise:
Unsere ...",AusstattungenOptionale AusstattungAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag Fahrer und BeifahrerAssist: AnfahrassistentAssist: Einparkhilfe plusAssist: Geschwindigkeitsregelanlage inklusive GeschwindigkeitsbegrenzerAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAudi virtual cockpit plusAussenspiegel rechts und links beheizbar und elektrisch anklappbar - inkl. automatisch abblendendBlade in Schwarz HochglanzArrow down iconMehr anzeigen,ELITE SPORTWAGEN AG,"Frauenfelderstrasse 45 - 47 /bei Autobahn Ausfahrt, 8370 Sirnach (TG) an der Autobahn A1",http://www.elite-sportwagen.ch,Geschäft 071 911 29 11
1734007669-315,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=4,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tfsi-s-line-s-tronic-quattro-11850688,AUDI A4 Avant 40 TFSI S line S-tronic quattro,"Immer die besten Audi Neuwagen Preise, egal ob ab Lager oder auf Bestellung!",CHF 54'800.–,Calendar iconNeues FahrzeugCar iconKombiRoad icon1 kmGas station iconMild-Hybrid Benzin/ElektroTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon-,Neues Fahrzeug,1 km,Halbautomatisches Getriebe,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,204 PS (150 kW),-,Ja,Nein,Ja,"MODELL 2024!

Lackierung: rot, Interieur: schwarz

UNSCHLAGBARE AUDI PREISE AUCH AUF WUNSCH BESTELLBAR ZU DEN SCHWEIZWEIT BESTEN PREISEN !

Sollte dieses Fahrzeug nicht Ihren ...",AusstattungenOptionale AusstattungAkustikverglasung für Türscheiben vornAnhängevorrichtungAssist: AnfahrassistentAssist: RückfahrkameraAudi connect SchlüsselAudi virtual cockpit plusDachhimmel schwarzDekor: Akzentflächen Glasoptik schwarzDekor: Dekoreinlagen in Klavierlackoptik schwarz Audi exclusivKlima: 3-Zonen-KlimatisierungsautomatikArrow down iconMehr anzeigen,Global Car Trading AG,"Chaltenbodenstrasse 16, 8834 Schindellegi-Feusisberg",http://www.globalcartrading.ch,Geschäft 043 888 75 55
